衣服质量不错，老公穿着正合适||||2015-10-27 10:59:10||||1
太薄太薄，洗了以后变成了泡泡袖！||||2015-10-27 01:39:04||||1
很好比较满意||||2015-10-26 23:34:16||||1
质量不错！面料也很舒服！颜色正！||||2015-10-26 23:27:30||||1
好||||2015-10-26 21:26:38||||1
不错，老公很喜欢！||||2015-10-26 20:17:34||||1
东西很好，质量好，款型正，正品，好评||||2015-10-26 20:12:58||||1
宝贝收到了 非常满意||||2015-10-26 18:02:52||||1
面料厚实不错，老公喜欢。||||2015-10-26 16:00:16||||1
好评，还会再来||||2015-10-26 14:12:15||||1
图案不清晰，衣服手感可以。||||2015-10-26 12:22:21||||1
还可以，号有点偏小，175，170斤，XXL码才合适||||2015-10-26 12:18:58||||1
面料很舒服，朋友喜欢||||2015-10-26 11:31:34||||1
舒适，色正||||2015-10-26 10:41:01||||1
质量很好，不起球||||2015-10-26 10:08:09||||1
很棒的一次购买描述一致这款推荐大家买||||2015-10-26 07:40:18||||1
包装挺好的 物流也很快 男友穿着挺好的||||2015-10-25 21:20:10||||1
衣服质量不错，款式也好，做工也精细。很合身。收藏了店铺，会经常光顾||||2015-10-25 20:02:43||||1
很好，老公喜欢！||||2015-10-25 19:39:37||||1
还不错，穿上很帅||||2015-10-25 19:09:48||||1
还不错||||2015-10-25 18:18:58||||1
还好||||2015-10-25 17:54:38||||1
衣服还行||||2015-10-25 17:34:31||||1
T恤不错，挺好看的||||2015-10-25 14:37:06||||1
||||2015-10-25 12:30:24||||1
衣衣已收到，包装完好，挂牌等完整。试穿了下，修身型的，面料让人感觉很舒服，大小刚好||||2015-10-25 12:26:58||||1
质量很好，修身，很满意！||||2015-10-25 11:28:17||||1
好||||2015-10-24 23:40:21||||1
不错的T恤||||2015-10-24 20:40:19||||1
还好||||2015-10-24 16:20:33||||1
很好||||2015-10-24 12:34:09||||1
买过好几件了，这件和其他款可能版型不一样，很修身，很满意||||2015-10-24 12:06:48||||1
给我来穿长有点长 其它都行 样式挺好看 下次继续光顾||||2015-10-24 08:13:30||||1
面料是全棉的，穿在身上比较舒适，就是实物图案没有图片上的好看.||||2015-10-23 22:09:43||||1
衣服收到了，质量不错||||2015-10-23 21:31:37||||1
一般吧。不是想的效果。||||2015-10-23 21:23:56||||1
非常好，非常好，非常好，重要的事情要说三遍。||||2015-10-23 21:11:10||||1
蛮不错的 价格比店里优惠多了 下次再来 给点优惠||||2015-10-23 21:00:37||||1
老公穿着很合适，唯一不足就是袖子紧，可能我老公胳膊比较粗的原因，其他都不错||||2015-10-23 18:41:09||||1
一天就到，穿什么都帅||||2015-10-23 15:18:01||||1
必须赞顺丰快递真的快宝贝看起来不错等穿过还有评价先好评||||2015-10-23 15:16:45||||1
挺好的，内搭、外穿都挺帅！||||2015-10-23 09:55:53||||1
款式很漂亮，质量很好，很喜欢||||2015-10-23 09:27:42||||1
不错，店家服务态度很好，会再光顾！||||2015-10-23 09:20:35||||1
衣服挺好~舒适合身~||||2015-10-23 08:28:32||||1
昨天收到的货，质量超好，一看就是正品，老公穿着也挺合适，挺帅的||||2015-10-23 07:52:26||||1
||||2015-10-23 02:16:37||||1
T恤款式不错，面料很好，做工精细，穿上很舒适，满意，好评。||||2015-10-22 23:38:37||||1
衣服质量很好，这个价格很划算||||2015-10-22 22:56:55||||1
衣服很满意，跟图没有差别，好评||||2015-10-22 21:31:24||||1
面料舒服，大小合身，很喜欢这款宝贝。||||2015-10-22 20:17:56||||1
货收到了，质量挺不错的，性价比高，店家发货速度快，很满意的一次网购||||2015-10-22 18:40:31||||1
一般，||||2015-10-22 16:21:09||||1
大小刚好！质量也不错！来了很多次了！老公也很喜欢||||2015-10-22 15:53:03||||1
还不错！一如既往！一直喜欢||||2015-10-22 14:31:29||||1
这件衣服还是不错的，不褪色而且胸口的图案不闷||||2015-10-22 13:51:51||||1
质量不错，穿着舒服，衣服很合身，面料很好，款式蛮好，做工精细||||2015-10-22 13:39:59||||1
比想象中薄一点 不过还可以 现在穿正好 蛮漂亮的||||2015-10-22 12:52:11||||1
衣服质量不错，就是偏小，还有点缩水||||2015-10-22 11:39:17||||1
非常满意，我老公180斤，高180，穿了190码，松松的，给大家参考一下||||2015-10-22 11:21:23||||1
衣服质量很好，版型也很好，适合比较瘦的人，有点修身，LG穿了有点小||||2015-10-22 09:00:47||||1
宝贝收到了，物流很快，很喜欢||||2015-10-22 08:43:14||||1
衣服纯棉的，款式很时尚好看，码数也标准的，穿着很合身，满意！||||2015-10-22 00:07:17||||1
可以||||2015-10-21 23:16:45||||1
质量很不错，会再次购买的。||||2015-10-21 22:47:08||||1
质量好，价格优||||2015-10-21 22:31:42||||1
款式漂亮，做工精细，喜欢||||2015-10-21 21:56:28||||1
还不错，老公出差了没法试上身效果||||2015-10-21 21:46:38||||1
衣服质量还行就是稍贵了点。||||2015-10-21 21:18:21||||1
衣服可以的。||||2015-10-21 20:36:00||||1
料子舒服，纯棉的，蛮适合的。||||2015-10-21 19:59:10||||1
衣服很好，一下买了2件，还会来的||||2015-10-21 19:49:19||||1
很不错 包装很好 物流也很快 很愉快的一次购物 下次还会光顾的||||2015-10-21 19:26:41||||1
衣服的质量非常的不错，款式也很好，大小合适很满意||||2015-10-21 19:12:47||||1
质量真的不错，跟专卖店一样！以后就这家了！老公很喜欢！||||2015-10-21 19:03:47||||1
衣服不错 快递也很给力！||||2015-10-21 18:35:09||||1
还可以，偏贵||||2015-10-21 18:34:34||||1
质量很不错~合身||||2015-10-21 17:57:34||||1
东东不错，满意！||||2015-10-21 17:27:36||||1
这衣服质量很好、物流也快、下次还来||||2015-10-21 15:14:38||||1
衣服还可以！像正品！以后会经常来看看||||2015-10-21 14:38:06||||1
不错的，很喜欢，颜色款式和质量都很满意好评！||||2015-10-21 13:39:12||||1
宝贝收到了，质量很好，款式很时尚，没色差，很满意！||||2015-10-21 13:38:26||||1
不错||||2015-10-21 12:24:59||||1
质量 很好 值得购买||||2015-10-21 11:55:47||||1
很好||||2015-10-21 11:10:18||||1
还好||||2015-10-21 11:03:28||||1
质量一般，就值三四十元，不值这个价钱，||||2015-10-21 10:58:02||||1
款型不错，质量都可以 现在天天穿着呢||||2015-10-21 09:13:48||||1
可以，质量不错||||2015-10-21 08:39:45||||1
东西很好，物流也很快，5星！||||2015-10-21 07:53:02||||1
衣服，太棒了。||||2015-10-20 23:52:36||||1
喜欢，没有色差，质量很好，好评||||2015-10-20 19:48:46||||1
我很少评论，但是这件衣服真的质量好，非常满意，下次还会光顾！||||2015-10-20 19:39:25||||1
老公穿上很合适，挺不错的。||||2015-10-20 19:18:50||||1
很满意，||||2015-10-20 19:05:41||||1
质量不错，性价比也很不错，发货很快，好评||||2015-10-20 16:00:31||||1
衣服质量很好，面料很舒服，款式老公很满意，赞||||2015-10-20 15:51:22||||1
很满意||||2015-10-20 15:46:39||||1
还不错||||2015-10-20 15:31:14||||1
还可以，无色差||||2015-10-20 14:57:32||||1
质量很好哦，老公比较瘦很难买衣服，现在好了，可以专门在这家了，衣服老公很合身，又喜欢。 haop||||2015-10-20 14:14:48||||1
衣服质量不错，款式也不错，虽然有点紧，当穿着还是蛮好看的。||||2015-10-20 14:06:58||||1
有点褪色||||2015-10-20 13:26:28||||1
老公喜欢，面料是纯棉的||||2015-10-20 11:47:49||||1
不错，挺好的||||2015-10-20 11:14:37||||1
衣服还不错，有点小贵哈。||||2015-10-20 10:27:37||||1
衣服质量不错||||2015-10-20 10:21:38||||1
衣服满意||||2015-10-20 10:17:26||||1
衣服质量非常好，穿着很舒服||||2015-10-20 10:00:06||||1
已收，质量还可以。||||2015-10-20 09:39:43||||1
挺好的||||2015-10-20 08:27:52||||1
上身效果不错，开始买小一码，店家给调换了，质量好，服务好，满意||||2015-10-20 08:20:10||||1
给老公买的，没想儿子以为是他的，先穿了，大小合适的。就是物流有点慢。同一天买了几件商品，这个比别的慢了2天才收到货。||||2015-10-19 22:40:23||||1
是正品，比实体店便宜好多的，质量无可挑剔||||2015-10-19 22:30:42||||1
衣服很不错，包装齐全，没有色差，质量很好，料子柔软舒适，正品！发货速度很快，很满意！||||2015-10-19 21:12:38||||1
好评||||2015-10-19 21:00:20||||1
衣服质量很好，款式很喜欢||||2015-10-19 20:48:00||||1
面料不错做工精细 款式好看拍||||2015-10-19 19:28:40||||1
质量很好，穿上很漂亮，很舒服，做工不错，价格也不贵，物有所值，值得购买，很高兴的一次购物，卖家服务也很好，快递给力，赞一个！||||2015-10-19 17:49:28||||1
和商场几百块的有一比，好看。||||2015-10-19 17:14:08||||1
不错，面料还行，就是印花差那么一点，总体还行。||||2015-10-19 16:38:18||||1
质量还可以~||||2015-10-19 15:39:44||||1
感觉还可以||||2015-10-19 15:21:50||||1
物流特快，衣服不是很好，大了点，感觉像地摊货，质量一般般||||2015-10-19 15:08:52||||1
质量不错是正品 物流很给力 做工很细致。性价比高，值得推荐。||||2015-10-19 14:58:54||||1
物超所值，服务也不错，好评。||||2015-10-19 14:19:21||||1
衣服不错，物流给力，继续保持，必须好评！||||2015-10-19 13:11:45||||1
大小合身，面料是全棉的，穿在身上比较舒适，就是实物图案没有图片上的鲜艳好看，其他的还行||||2015-10-19 11:47:24||||1
衣服不错，很合身，发的圆通物流这边出现状况，后来从新发的顺丰，很及时||||2015-10-19 11:46:10||||1
很好！穿上正合适||||2015-10-19 11:39:54||||1
衣服收到了质量很好款式新颖上档次做工细致材质不错很满意的一次网购感谢卖家||||2015-10-19 11:09:43||||1
质量很好，款式漂亮，尺码标准，物流很快，||||2015-10-19 09:55:02||||1
东西收到了，质量很好，和描述的基本上一样，还是很满意这个网购的||||2015-10-19 09:48:38||||1
衣服码数正，做工细致不错大厂出品，穿着舒服，款式时尚百搭，很喜欢||||2015-10-19 09:04:53||||1
马马虎虎马马虎虎||||2015-10-19 08:44:00||||1
T恤质量真的很不错，我穿在身上很舒服，我很满意||||2015-10-19 08:39:22||||1
ok。||||2015-10-19 01:57:04||||1
还行！||||2015-10-19 00:24:40||||1
正品 新款 质量很好 做工细致 合身 穿着舒服 十分满意 店家态度很好 物流给力||||2015-10-18 21:51:00||||1
质量不错，挺厚实，比较满意||||2015-10-18 21:49:18||||1
衣服收到了质量不错面料也很好||||2015-10-18 21:27:34||||1
质量很好，我很喜欢，和图片一样，没有色差||||2015-10-18 20:11:00||||1
衣服可以，满意||||2015-10-18 16:02:24||||1
质量很不错 快递也非常给力 五星||||2015-10-18 15:45:59||||1
性价比高，推荐购买||||2015-10-18 15:02:32||||1
快递顺丰给力，衣服拿到手不错！||||2015-10-18 13:45:26||||1
t恤款式休闲，面料柔软，穿着很舒服||||2015-10-18 13:12:25||||1
买了第二件了，衣服质量不错哟||||2015-10-18 12:10:38||||1
衣服好看，质量很好，穿起来舒服，服务态度很好，物流快，值得购买。||||2015-10-18 10:23:18||||1
第一次一收到货就马上确认 五星好评||||2015-10-18 10:22:52||||1
全五星，很好的东西。||||2015-10-18 10:18:59||||1
挺不错的啦，面料好，舒适||||2015-10-18 09:00:35||||1
修身型的，建议买大一码||||2015-10-18 08:44:36||||1
衣服的质量不错，穿在上身很舒服，吸汗性比较好。||||2015-10-18 06:34:17||||1
很好||||2015-10-18 06:17:11||||1
很满意，很不错||||2015-10-18 04:38:10||||1
挺好的 面料舒服||||2015-10-17 23:09:51||||1
很好||||2015-10-17 22:04:52||||1
包装精致，质量很好！||||2015-10-17 20:54:39||||1
质量很不错，款式也时尚，穿着舒适，商家服务周到，满意||||2015-10-17 19:59:32||||1
真心不错的衣服，穿上舒适大方。不愧是品牌。||||2015-10-17 19:40:03||||1
衣服可以。已是回头客?||||2015-10-17 19:09:07||||1
是正品啊 不错 穿起来舒服 满意||||2015-10-17 17:37:15||||1
衣服很不错，值得购买！||||2015-10-17 17:31:28||||1
很好||||2015-10-17 16:08:33||||1
衣服收到，质量做工很好，穿着很舒服，款式很好看，很喜欢||||2015-10-17 15:26:58||||1
收到了 很好，很喜欢，卖家服务好 好评||||2015-10-17 15:03:55||||1
质量很好！身高1.71米重80公斤       穿175的刚刚好，如果喜欢穿宽松的可以买大一码的。希望对大家有帮助||||2015-10-17 14:32:46||||1
还不错||||2015-10-17 12:45:55||||1
宝贝真的不错，包装也很好。推荐尺码正合适，还会再光顾！||||2015-10-17 11:00:30||||1
码数偏小||||2015-10-17 10:53:05||||1
纯棉，儿子很喜欢，穿上很帅。||||2015-10-17 10:39:37||||1
宝贝是正品，穿起来很舒服很好看，非常满意，赞||||2015-10-17 09:56:51||||1
非常合身||||2015-10-17 09:49:23||||1
质量很好，穿上合适，做工和面料都不错，5分好评吧||||2015-10-17 08:19:35||||1
衣服比想象的要厚  听了客服的 尺码刚好||||2015-10-17 06:55:17||||1
收到了，质量不错，发货很快，满意||||2015-10-16 22:34:20||||1
一直购买 不错 可以长期购买||||2015-10-16 21:17:36||||1
衣服老公已经穿了一段时间了，质量不错，也不变型，很合体||||2015-10-16 20:55:41||||1
还可以。||||2015-10-16 20:27:08||||1
比较合身，物流也快||||2015-10-16 20:21:44||||1
图案很简单个性，料子很舒服纯棉的，和想的一样，很满意||||2015-10-16 20:06:34||||1
不错||||2015-10-16 19:59:42||||1
还行||||2015-10-16 18:30:10||||1
质量没问题，客服说会有缩水，所以买了稍大一码，上身感觉尺码大了点，希望真的会缩水吧||||2015-10-16 17:59:59||||1
衣服质量不错款式也很好看，穿上很好看很喜欢||||2015-10-16 17:57:29||||1
物流太慢但是给个好评  衣服能在大一点就好了||||2015-10-16 17:30:16||||1
尺码搞错了。但是不是很影响。衣服质量不错。穿着也可以。||||2015-10-16 17:07:28||||1
宝贝很好，推荐||||2015-10-16 16:13:06||||1
衣服纯棉的，款式很时尚好看，码数也标准的，穿着很合身，卖家发货速度很快，物流特别给力，非常满意||||2015-10-16 12:59:59||||1
质量很好\\n保装很好||||2015-10-16 12:29:10||||1
衣服不错||||2015-10-16 10:07:14||||1
宝贝很喜欢，质量很不错，店主服务很周到，以后还会经常光顾的哦！||||2015-10-16 09:27:47||||1
卖家人很好服务周到，发货也很快，码数刚刚好 ，做工精细，面料很舒服，颜色和图片一样，没有色差,衣服质量也很好,很满意。||||2015-10-16 09:19:44||||1
穿上身还是挺合身的，但是新衣服气味太重，酸酸的气味很刺鼻！||||2015-10-16 08:47:44||||1
有一点点大，感觉有点薄，质量还是不错的||||2015-10-16 08:43:21||||1
不错，喜欢||||2015-10-16 08:09:56||||1
还不知道怎样||||2015-10-16 07:50:17||||1
这个的确是修身版的建议180斤的胖子不选购，样式和质量都不错，等瘦了再穿||||2015-10-15 23:54:53||||1
T恤质量不错 没有色差 面料很舒服 好评||||2015-10-15 22:34:06||||1
付款后催了好几次不发货，退货时原因填的缺货，卖家非让改退货原因才给退款，很生气。||||2015-10-15 21:55:57||||1
大小合适||||2015-10-15 21:31:01||||1
很好很喜欢，尺码正好卖家很贴心||||2015-10-15 20:39:42||||1
洗完一次有点起毛||||2015-10-15 20:16:56||||1
衣服还不错，只不过有些气味，估计需要洗一下才能穿||||2015-10-15 18:49:20||||1
衣服穿上合适，很喜欢的款式，做工不错，面料舒服，价格实惠，满意||||2015-10-15 18:34:02||||1
挺好的，物流也快||||2015-10-15 18:24:34||||1
有点长。||||2015-10-15 16:36:03||||1
衣服不错，质量也可以挺满意的||||2015-10-15 16:08:38||||1
宝贝收到质量很好，款式不错值得购买。||||2015-10-15 16:08:13||||1
很好看  超舒服||||2015-10-15 15:51:14||||1
质量很好，和我想的一样，大小合适，挺好的||||2015-10-15 15:24:02||||1
款式我很喜欢 我会继续光顾的||||2015-10-15 15:18:04||||1
很不错，给五星好评！||||2015-10-15 15:15:48||||1
跟正品一样，就是码子小了点，怕麻烦也就没有换了||||2015-10-15 14:48:36||||1
质量不错 挺满意的~||||2015-10-15 14:42:41||||1
质量很不错,穿起来很舒适,手感也不错 很满意的一次||||2015-10-15 13:47:35||||1
质量好。手感也很好。物流也快。真心喜欢。下次再来||||2015-10-15 13:36:58||||1
衣服很好 样式也不错 很喜欢 只是有点点大了||||2015-10-15 13:24:00||||1
老公穿了很不错||||2015-10-15 10:26:35||||1
衣服修身版的 偏瘦些，很薄，价格还是偏贵些。||||2015-10-15 10:09:25||||1
款式还可以，但不像正品，缩水厉害||||2015-10-15 09:57:05||||1
挺好看的，做工也不错，会在继续光顾的，好评||||2015-10-15 09:06:30||||1
宝贝很不错的 质量很好 物有所值 赞一个||||2015-10-15 08:43:59||||1
还行 有色差||||2015-10-15 04:06:07||||1
太赞了！老公特别喜欢，质量特别好||||2015-10-15 00:24:26||||1
棉质的，挺厚实，尺码标准，犹豫的小伙伴放心选吧||||2015-10-14 22:45:12||||1
可以吧||||2015-10-14 21:51:54||||1
质量绝对好，老公穿了很满意了。||||2015-10-14 21:34:34||||1
给同事买的、据说还不错||||2015-10-14 21:00:07||||1
颜色很正，穿上合身，舒服， 物有所值||||2015-10-14 20:52:32||||1
衣服纯棉的，款式很时尚好看，码数也标准的，穿着很合身，卖家发货速度很快，物流特别给力，非常满意||||2015-10-14 18:56:27||||1
物流很快，包装精美，衣服是修身的，这个穿上正好，要是再大一号就完美了，但是我又懒得换，妥妥的好评，五颗星！！！！！||||2015-10-14 18:49:50||||1
给弟弟买的衣服大小很合身，颜色很正，价格实惠，客服态度好，快递给力！||||2015-10-14 18:24:23||||1
好||||2015-10-14 17:05:03||||1
此用户没有评论||||2015-10-14 11:37:09||||1
衣服收到，穿上刚好。质量不错。下次再来||||2015-10-14 09:33:50||||1
质量很好哦，老公比较瘦很难买衣服，现在好了，可以专门在这家了，衣服老公很合身，又喜欢。||||2015-10-14 08:47:11||||1
衣服收到了，质量很好，尺码标准穿着很合身，老公很喜欢。||||2015-10-14 08:38:36||||1
还不错，纯棉||||2015-10-14 01:02:56||||1
还不错！||||2015-10-14 00:36:15||||1
很好，厚实 先生喜欢||||2015-10-13 22:53:49||||1
感觉买小了||||2015-10-13 22:25:10||||1
挺不错的，质量很好呢||||2015-10-13 22:21:18||||1
不错 很合身！||||2015-10-13 21:05:48||||1
不错||||2015-10-13 20:39:10||||1
衣服好是好，就是修身款不适合胖子T_T||||2015-10-13 18:03:25||||1
衣服收到了，质量挺好的，跟老板描述的一样的，满意的网购，喜欢！||||2015-10-13 17:50:35||||1
宝贝是正品，质量不错没有色差，满意！五星好评！||||2015-10-13 15:47:12||||1
不错||||2015-10-13 15:29:11||||1
穿上挺合适的，做工不错，面料舒服，价格也不高！||||2015-10-13 15:23:48||||1
款式不错，质量好，面料舒服，大小合适，赞||||2015-10-13 15:20:22||||1
很厚实 有点偏下||||2015-10-13 13:56:20||||1
宝贝漂亮，很合适，面料也好||||2015-10-13 13:55:21||||1
面料柔软，舒适，号码标准，穿着合适。很满意！||||2015-10-13 12:58:15||||1
还好||||2015-10-13 11:57:16||||1
物流快，东西好，下次还来。很满意||||2015-10-13 11:49:57||||1
质量还行，款式也不错||||2015-10-13 11:20:02||||1
衣服质量很好，是正品，还会再来||||2015-10-13 10:57:15||||1
还好||||2015-10-13 09:59:28||||1
老公很喜欢 好评 穿着很舒服||||2015-10-13 08:43:40||||1
衣服合身不赖 质量很好跟图片上的一样 卖家发货很快 物流也比较给力 很满意||||2015-10-13 08:31:27||||1
穿上了，大小合适，样式修身，喜欢||||2015-10-13 07:55:48||||1
||||2015-10-12 23:37:01||||1
大小合身，面料是全棉的，穿在身上比较舒适，就是实物图案没有图片上的鲜艳好看，其他的还行||||2015-10-12 20:23:34||||1
面料非常好，尺码标准，做工好。||||2015-10-12 20:08:56||||1
质量不错，面料柔软，尺码标准，穿着舒适||||2015-10-12 20:08:54||||1
不好意思有点事情耽搁了确认晚了，送朋友的，宝贝收到了，朋友还说质量超好，而且大小也合适，在这里谢谢卖家推荐的尺码正合适，物流也很快，所以全五星，以后有好的宝贝还会光顾的&hellip;&hellip;||||2015-10-12 20:04:35||||1
衣服质量不错，款式时尚，穿上也舒服，五分||||2015-10-12 19:55:37||||1
质量一如既往的好，赞一个||||2015-10-12 18:20:30||||1
小了 洗完 缩水||||2015-10-12 18:00:48||||1
衣服的质量不错 穿起来很舒服 没有色差 布料不错纯棉的 摸上去很舒服 物流发货速度很快好评||||2015-10-12 17:18:27||||1
衣服不错，换货退货速度超赞，买得放心，下次一定继续光顾||||2015-10-12 17:17:46||||1
很好正品||||2015-10-12 16:47:49||||1
正品||||2015-10-12 16:08:13||||1
不错，不知道是不是正品||||2015-10-12 16:06:56||||1
非常喜欢&hellip;做工很好～和图片一样||||2015-10-12 15:31:11||||1
还好||||2015-10-12 14:56:57||||1
宝贝收到 了.很合适.颜色很正.物流很快.服务态度很好.||||2015-10-12 14:26:26||||1
一般吧，质量还行||||2015-10-12 14:11:33||||1
质量不错 纯棉的 洗了不掉色||||2015-10-12 13:22:22||||1
好||||2015-10-12 13:03:25||||1
还行吧！太薄了。物流挺好的||||2015-10-12 12:54:21||||1
衣服收到了，质量很好，做工不错，面料很舒服，和卖家描述的一致||||2015-10-12 12:51:59||||1
宝贝质量很好。值得购买的宝贝。下次还会在来。老板生意兴隆。||||2015-10-12 11:42:43||||1
衣服收到了 质量非常不错 做工精细 穿着非常舒服 非常满意的一次购物||||2015-10-12 11:38:24||||1
面料好，穿着舒服，不起球，满意。||||2015-10-12 09:14:01||||1
给男朋友买的，物流蛮快，今天洗过穿在身上，不褪色，不输大牌，好评！||||2015-10-12 07:33:21||||1
质量和面料都很好穿着合身||||2015-10-12 06:05:04||||1
衣服颜色显旧，勉强留下。发货快，物流也快！还是好评了！||||2015-10-11 22:47:45||||1
不错||||2015-10-11 21:33:49||||1
很好||||2015-10-11 21:08:35||||1
第一次买，还是给个好评吧||||2015-10-11 20:47:03||||1
衣服质量很好，版型很正，做工不错，料子手感很好||||2015-10-11 19:55:36||||1
衣服很帅，是正品，物流很给力！||||2015-10-11 19:17:41||||1
不错，厚度刚好。||||2015-10-11 15:14:16||||1
老公穿了很好。亲家的衣服质量都是杠杠的。衣服特别合身。好评||||2015-10-11 14:35:00||||1
非常好 物流很快 卖家推荐的尺寸也刚刚好适合 Nice！||||2015-10-11 14:24:51||||1
很不错哦||||2015-10-11 14:23:23||||1
好||||2015-10-11 13:16:48||||1
做工不错，面料也很好，穿上很舒服~~||||2015-10-11 12:57:55||||1
照片跟实物一样      材质也很好     不错||||2015-10-11 11:23:13||||1
一般||||2015-10-11 11:04:32||||1
衣衣收到了，质量挺好的，做工不错，穿着合适||||2015-10-11 10:30:32||||1
不错，蛮合身的||||2015-10-11 10:02:19||||1
宝贝收到了，质量很好。面料很舒服。我很满意。也很感谢客服的一一解答，服务很到位。就是价格小贵。||||2015-10-11 09:25:04||||1
大小合适||||2015-10-11 09:19:31||||1
宝贝收到了，面料非常好，款式很新颖，我很满意。||||2015-10-11 09:10:20||||1
我老公是175高，146斤，穿175的正好东东不错大家放心购买。||||2015-10-11 07:24:07||||1
质量不错，穿着舒适，老公很喜欢||||2015-10-11 00:27:28||||1
挺好看||||2015-10-10 23:09:07||||1
不错，质量蛮好的，好评||||2015-10-10 19:51:28||||1
挺好的||||2015-10-10 19:35:12||||1
发货速度快 衣服质量很棒||||2015-10-10 19:32:43||||1
料子不错的，穿着合身||||2015-10-10 17:26:20||||1
衣服收到了 穿上很合身 质量不错 很满意哦||||2015-10-10 15:02:52||||1
不错，面料很舒服||||2015-10-10 15:00:21||||1
衣服感觉一般般，感觉有些旧旧的，整体不太满意，怕给了差评，被客服骚扰&hellip;||||2015-10-10 13:50:43||||1
宝贝收到了，质量不错，还没有洗不知道退色不||||2015-10-10 13:50:34||||1
衣服款式不错，质量也挺好的，穿着很舒服，赞赞赞||||2015-10-10 09:56:46||||1
有色差 总的来说还是可以||||2015-10-10 04:06:53||||1
老公穿着很合身，不错||||2015-10-09 20:14:38||||1
衣服很好呦||||2015-10-09 19:51:47||||1
衣服不错老公穿上很合适，物流公司也很给力很满意给满分了||||2015-10-09 18:32:48||||1
我试穿效果挺漂亮的，T恤衫款式新颖，高端大气，时尚优雅，穿很舒适，商家服务热情周到，物流快递给力，全给五颗星满分5分好评！||||2015-10-09 17:50:59||||1
好评大 小刚好！质量还行吧||||2015-10-09 17:16:26||||1
还不错，跟符合描述||||2015-10-09 16:24:11||||1
||||2015-10-09 15:02:20||||1
东西和图片一样，卖家态度蛮好的，,物超所值。很满意||||2015-10-09 14:25:54||||1
一如既往的好||||2015-10-09 14:22:33||||1
应该是正品，老公说还不错哦，这个天气穿正合适||||2015-10-09 13:41:37||||1
质量不错，值这个价钱。还会光顾的。||||2015-10-09 13:20:05||||1
好评，物流也给力，5\\n分！||||2015-10-09 13:13:59||||1
非常的不错呢，颜色也很喜欢的呢，和平时的尺码一样的呢||||2015-10-09 11:23:31||||1
还好吧||||2015-10-09 11:17:17||||1
衣服非常不错 大品牌值得信赖||||2015-10-09 09:28:38||||1
纯棉的，大小合适||||2015-10-09 08:43:33||||1
质量不错，面料柔软，尺码标准，穿着舒适性极高，物超所值。||||2015-10-09 08:19:45||||1
质量不错很舒适衣服很合身做工也不错 是正品||||2015-10-09 08:14:06||||1
服务好质量好非常满意||||2015-10-08 22:32:14||||1
